Districtid,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74
RJ_Jaipur,0,0,0,0,0,0,961,235,320,221,224,227,317,292,426,256,379,425,520,744,806,858,1363,1686,2146,2251,2470,2714,2917,3000,2731,2521,2358,2292,2866,3572,4373,4241,2828,1936,1192,752,585,440,280,168,166,132,141,179,219,213,416,716,1413,3832,7456,17563,22985,26996,22674,14263,5575,2008,773,333,159,150,122,70,53,38,44,31
RJ_Jaisalmer,0,0,0,0,0,0,35,0,12,17,10,0,7,16,10,8,3,8,33,37,45,38,32,64,97,56,130,107,125,92,91,60,76,58,119,138,171,94,148,102,97,46,24,16,12,3,4,3,6,1,6,2,5,5,10,49,164,600,1708,2097,3324,2042,850,355,124,19,11,2,5,2,5,0,3,0
RJ_Jalore,0,0,0,0,0,0,0,7,62,80,13,6,25,30,51,77,203,207,272,130,76,55,18,28,35,103,172,527,374,256,332,357,315,336,339,144,282,214,172,122,72,85,18,7,6,2,1,1,0,3,7,5,12,25,55,256,377,671,1338,1096,418,89,42,35,13,4,2,0,1,0,0,0,4,0
RJ_Jhalawar,0,0,0,0,0,0,40,7,1,11,190,77,16,23,10,0,5,13,48,130,194,174,171,180,514,287,129,125,95,85,33,50,52,57,91,95,119,61,91,81,85,64,101,74,25,24,24,23,6,10,9,29,50,89,131,322,521,1025,1836,2730,1776,932,279,82,49,19,18,5,3,2,0,0,1,1
RJ_Jhunjhunu,0,0,0,0,0,0,42,0,12,31,39,34,56,72,47,53,64,44,34,93,71,61,168,82,128,102,119,189,319,198,229,283,324,319,299,233,277,205,124,92,39,41,24,12,2,9,0,3,0,5,12,7,8,11,18,63,273,685,1113,1843,2821,1632,1023,404,207,66,22,8,4,4,0,0,0,0
RJ_Jodhpur,0,0,0,0,0,0,605,257,131,196,287,286,389,226,268,303,715,865,1299,1187,920,976,1320,1598,1278,1706,1883,2164,2304,2467,2042,1933,1738,1488,2089,2683,3187,2113,1246,682,576,557,316,237,149,60,67,81,99,100,124,111,164,600,988,2510,6140,12051,13459,14365,9373,4346,1867,653,233,107,84,53,25,27,7,10,4,0
RJ_Karauli,0,0,0,0,0,0,3,2,4,1,6,13,10,21,31,17,23,35,112,73,32,78,57,61,53,48,60,92,117,82,69,37,19,31,33,52,57,38,75,26,26,17,26,6,4,8,3,1,1,4,1,7,8,19,24,119,341,833,1000,1242,1166,490,230,51,40,6,7,7,1,0,0,0,0,0
RJ_Kota,0,0,0,0,0,0,207,26,86,54,79,54,38,11,75,98,49,209,277,550,747,968,544,862,1217,1220,995,396,460,416,563,471,385,479,672,1141,1825,1129,653,626,642,436,249,348,302,122,144,93,69,90,94,137,240,538,940,2224,4928,8065,5218,4398,5996,2956,932,215,27,29,15,5,15,1,0,0,1,0
RJ_Nagaur,0,0,0,0,0,0,118,1,42,135,150,48,44,56,24,78,215,155,164,218,221,249,284,126,186,277,310,315,382,226,488,513,543,464,430,558,778,605,423,282,248,282,187,144,168,109,18,22,18,23,13,6,30,70,135,278,485,929,1124,1216,1414,880,496,166,51,21,32,18,7,10,4,4,10,5
RJ_Pali,0,0,0,0,0,0,13,47,54,166,175,132,162,166,159,94,268,407,481,323,492,195,264,300,327,311,328,620,558,274,333,379,257,304,421,563,645,363,406,395,236,149,97,84,31,16,15,1,4,5,3,13,36,75,102,448,705,2227,4450,3622,2006,1236,1056,175,72,29,22,4,1,1,1,0,8,3
RJ_Pratapgarh,0,0,0,0,0,0,2,2,0,8,1,1,0,0,1,59,71,12,9,10,22,48,98,108,61,88,107,51,64,29,25,37,15,6,24,27,61,40,23,20,34,44,16,7,7,7,4,5,1,6,17,26,24,85,79,164,377,920,1238,1454,645,400,294,71,38,28,13,3,0,0,1,0,1,4,0,0,0,0,0,0,-7134,2,9,39,19,9,7,13,4,9,12,27,72,217,318,278,314,341,422,537,430,488,195,165,185,154,163,128,110,101,111,76,91,93,91,54,46,29,18,14,9,5,4,3,1,6,15,56,104,286,1137,1598,2378,2840,1229,470,245,83,63,41,22,19,4,3,4,-2,0,2
RJ_Rajsamand,0,0,0,0,0,0,2,13,18,55,47,26,5,17,46,47,93,75,71,129,54,195,120,108,138,172,144,175,207,150,155,102,57,85,133,112,163,163,272,188,240,147,123,60,37,31,20,12,22,22,65,73,175,205,290,642,1187,1662,2341,1965,2437,1122,406,131,39,9,7,22,2,6,1,1,1,1
RJ_Sawai Madhopur,0,0,0,0,0,0,8,2,6,1,3,19,16,20,19,15,20,13,31,35,72,66,61,65,107,92,93,88,86,59,60,52,31,31,62,143,275,146,103,119,38,38,17,7,3,0,0,2,0,2,4,2,1,30,45,242,773,1461,2190,1705,1249,509,171,63,13,6,2,3,2,1,0,0,3,4
RJ_Sikar,0,0,0,0,0,0,6,3,18,52,123,71,91,64,81,104,80,37,115,218,230,611,389,270,220,308,413,425,325,395,368,583,566,611,508,427,484,248,208,127,110,64,54,33,5,7,11,5,7,6,7,15,16,47,130,212,772,2633,5515,4134,3730,2539,1038,360,161,71,57,39,16,15,4,7,4,4
RJ_Sirohi,0,0,0,0,0,0,0,3,29,68,57,38,84,65,101,109,100,86,51,88,65,80,81,153,115,146,138,166,273,99,118,17,172,81,117,148,260,178,93,101,82,80,79,25,9,7,3,3,1,0,4,3,29,251,274,435,854,2381,1381,1597,1641,605,283,44,98,34,23,8,12,3,0,0,0,0
RJ_Tonk,0,0,0,0,0,0,134,2,11,12,4,6,11,16,4,4,10,10,28,27,99,65,89,68,164,45,157,235,164,149,138,43,94,112,135,269,403,221,190,99,143,41,29,15,12,1,0,2,2,3,0,3,10,10,30,198,476,998,1098,1002,1055,558,286,92,119,31,17,20,15,5,3,2,1,0
RJ_Udaipur,0,0,0,0,0,0,9,94,260,96,82,45,14,41,40,91,94,92,129,217,261,287,258,225,207,220,585,751,670,753,549,439,316,300,416,603,927,660,570,448,351,270,180,128,49,42,44,46,48,72,136,176,261,415,712,2496,5506,6969,7282,7304,7271,3444,1488,434,190,52,33,32,25,36,34,40,30,27
TN_Ariyalur,0,0,0,0,0,0,25,236,87,7,10,14,13,22,44,8,43,111,180,150,295,470,449,415,454,227,191,184,216,219,173,79,52,65,59,29,33,22,24,10,11,6,21,6,14,12,21,3,12,15,9,8,13,40,31,81,151,241,324,567,1156,1676,1732,1747,1015,599,486,406,296,183,128,143,170,148
TN_Chennai,0,0,0,0,0,0,1260,2065,2954,3716,4000,6998,9451,9197,12058,14839,9620,8440,8939,7340,7247,7320,8627,9102,7512,6906,7033,7501,9290,9336,8193,5957,5015,4342,3921,3376,3022,2627,2322,2411,2157,1904,1577,1336,1115,1122,1020,1026,997,1159,1378,1831,2568,4356,6948,10698,17055,25386,34227,43847,48700,41327,25627,15720,9067,4683,2675,1781,1595,1213,981,1139,1335,1484
TN_Coimbatore,0,0,0,0,0,0,142,4,-1,0,0,13,15,82,173,284,430,763,1332,1822,1391,2119,2789,3035,4017,3255,3679,4371,3896,3114,2770,2060,1697,1637,1348,1143,1041,1009,887,830,737,612,553,506,411,364,423,354,308,298,317,373,620,1054,1744,2754,4070,5529,7495,12910,19779,22554,28546,21913,16273,9944,5591,3790,3775,1903,1353,1353,1575,1647
TN_Cuddalore,0,0,0,0,0,0,30,363,23,7,31,21,58,130,277,278,292,215,525,1021,1357,1877,1896,2354,2914,2354,1834,1570,1171,974,825,500,301,296,288,198,194,145,101,83,92,112,83,56,30,49,60,72,50,47,60,52,77,179,358,582,982,1277,1753,2712,4015,5624,4487,4210,3037,1780,1160,776,577,565,540,493,471,513
TN_Dharmapuri,0,0,0,0,0,0,1,3,1,0,3,3,15,4,31,51,126,140,192,200,81,136,134,97,203,566,679,827,521,527,560,338,165,144,114,85,101,95,82,71,54,85,60,38,30,17,20,24,19,9,9,12,28,51,54,210,538,908,1206,1578,1809,2419,2503,2302,1926,1089,772,730,536,314,243,216,195,186
TN_Dindigul,0,0,0,0,0,0,81,27,13,12,5,18,51,71,91,264,123,707,652,778,854,898,914,786,809,642,508,398,267,306,274,157,69,141,121,77,138,176,155,128,135,135,72,63,65,59,54,55,53,71,52,61,78,125,184,394,685,1378,1587,1891,2603,2723,3097,2223,1598,834,443,285,120,109,135,114,85,73
TN_Erode,0,0,0,0,0,0,70,0,0,1,1,1,-1,6,34,110,147,104,113,146,280,337,675,867,837,681,873,998,984,849,916,624,650,680,560,328,427,353,356,273,231,245,187,129,123,148,144,114,104,77,78,94,92,176,252,357,884,1872,3030,4399,5849,10142,11137,11452,10373,7825,4891,2784,661,728,850,986,1185,1208
TN_Kallakurichi,0,0,0,0,0,0,9,46,23,43,128,15,66,36,186,571,600,461,754,869,587,463,438,495,989,982,837,409,332,291,293,200,140,142,98,97,57,38,31,32,25,19,34,21,12,0,14,15,6,3,2,7,6,14,46,114,273,472,853,974,1656,2508,2688,2168,1896,1093,935,771,588,475,309,311,306,260
TN_Kanyakumari,0,0,0,0,0,0,16,9,12,12,19,19,33,42,142,248,651,984,1206,1498,1331,1137,997,980,763,748,805,669,690,673,539,386,294,285,197,131,159,135,165,158,119,135,151,108,76,93,74,66,67,50,54,68,91,133,226,344,779,1338,1786,3200,6665,7831,7409,5572,3403,1833,816,552,255,235,253,185,220,214
TN_Karur,0,0,0,0,0,0,42,4,10,24,1,6,6,17,26,20,40,48,108,180,206,244,268,234,318,325,385,394,306,302,257,186,181,215,188,130,114,106,78,75,67,80,82,55,42,26,29,31,29,17,12,16,39,45,74,138,340,631,944,1762,1940,2096,2733,2732,1435,844,590,302,153,119,94,101,124,119
TN_Krishnagiri,0,0,0,0,0,0,0,10,10,2,5,10,1,25,52,60,66,138,285,378,319,250,179,256,432,629,507,643,593,537,595,326,227,270,255,162,136,119,142,104,103,63,56,57,32,33,22,16,28,29,19,34,56,104,218,429,992,1976,2954,2919,4382,4991,4557,3007,2088,1501,1053,732,482,297,170,236,188,166
TN_Madurai,0,0,0,0,0,0,88,26,33,79,42,30,111,227,1067,2073,1981,2287,1551,1580,723,745,685,566,780,564,554,495,543,565,548,448,345,280,267,196,185,192,233,185,164,135,134,96,109,80,84,61,49,47,56,59,98,215,369,783,1473,3046,4187,6421,8120,8528,8831,4101,2360,1262,842,553,419,216,183,137,163,131
TN_Nagapattinam,0,0,0,0,0,0,45,0,4,2,8,17,30,89,54,30,74,65,115,239,304,428,363,573,739,740,694,432,343,394,403,277,259,234,252,202,183,134,133,102,100,121,88,50,66,58,42,50,28,35,35,57,79,181,383,677,914,1062,1668,2294,2650,4458,4652,4356,3303,1590,772,-19836,189,208,181,181,260,248
TN_Namakkal,0,0,0,0,0,0,61,16,0,0,0,8,7,0,3,10,57,143,205,218,225,228,334,471,527,697,788,855,1057,1071,992,617,493,386,388,243,258,197,195,195,155,150,109,101,68,84,66,50,40,35,30,36,55,115,137,271,620,1312,1862,2350,2995,3012,5825,5794,3521,2347,1867,1116,817,526,390,405,384,348
TN_Nilgiris,0,0,0,0,0,0,9,6,-1,0,0,0,0,16,36,57,56,231,251,141,146,85,205,313,306,422,558,809,813,779,765,333,280,284,189,113,155,203,102,106,106,94,65,70,44,56,37,33,45,28,37,45,65,107,127,174,259,365,385,871,1558,2476,3138,3904,3279,1847,1003,618,710,496,382,332,335,330
TN_Perambalur,0,0,0,0,0,0,11,93,35,0,1,3,2,5,11,6,7,30,92,201,189,203,234,145,133,120,127,117,130,83,62,66,33,52,35,5,7,8,4,2,2,4,1,1,2,1,6,9,3,3,1,7,5,6,8,30,54,73,204,521,1212,1490,2036,1572,812,387,271,167,116,110,60,55,60,56
TN_Pudukkottai,0,0,0,0,0,0,1,4,2,13,2,9,20,18,62,163,276,371,563,754,792,940,923,962,703,715,759,645,636,515,345,210,192,174,154,103,72,80,82,64,47,48,38,38,28,32,26,32,17,19,29,24,45,61,117,196,350,580,831,1089,1930,2653,2641,2002,1308,602,571,510,317,243,187,195,251,237
TN_Ramanathapuram,0,0,0,0,0,0,20,6,5,24,23,19,38,134,379,644,482,542,635,342,292,372,390,318,266,234,198,104,120,131,131,94,61,73,43,42,38,25,30,28,19,26,28,27,18,10,12,9,21,18,12,10,8,31,52,136,261,495,1146,1397,1917,2218,2025,1654,849,570,293,145,102,95,80,67,57,33
TN_Salem,0,0,0,0,0,0,33,2,0,17,94,67,9,101,281,593,570,467,611,825,788,1279,1942,2569,2287,1645,2029,2095,2385,2352,1898,1247,1089,800,631,493,519,545,446,350,350,248,268,211,141,127,82,83,80,86,59,96,132,276,354,676,1311,2835,3492,4299,4738,5039,7098,8554,6789,4814,3196,2390,1809,1173,872,659,573,719
TN_Sivaganga,0,0,0,0,0,0,12,0,10,6,4,3,40,20,62,268,361,652,553,435,461,433,371,304,230,250,263,302,228,205,152,143,133,112,125,67,85,64,53,49,38,49,33,34,23,24,24,23,45,30,27,24,34,76,123,215,355,386,658,903,1415,1455,1568,1315,858,651,588,440,332,263,159,165,155,133
TN_Thanjavur,0,0,0,0,0,0,56,5,11,8,8,18,44,73,173,85,171,479,761,1023,1019,830,802,807,932,887,1013,1164,1531,1641,848,539,415,342,300,196,172,214,139,164,162,204,119,150,99,59,113,113,80,129,114,133,357,579,833,867,1111,1673,2257,2728,4821,5373,6793,6346,5137,3191,2293,1549,1112,1182,633,683,763,673
TN_Theni,0,0,0,0,0,0,44,13,22,23,7,12,17,55,320,472,629,760,1182,1799,2183,2165,1572,1145,653,612,482,441,505,450,354,188,128,100,95,71,78,68,77,64,64,64,51,40,45,21,30,27,13,13,21,22,19,47,71,169,354,960,1743,2679,3235,4957,3948,3306,1858,1066,507,353,128,163,83,82,75,70
TN_Thiruvallur,0,0,0,0,0,0,70,229,227,171,203,374,523,617,1006,1176,1825,2281,2693,2733,2484,2770,2740,2069,1880,1954,1899,1525,1655,1438,1347,1077,885,918,756,740,547,475,422,391,357,271,267,195,189,148,168,154,179,172,164,230,472,543,1008,1277,2618,4278,5581,9105,9546,12216,8322,4955,2862,1910,1274,775,646,505,443,510,663,581
TN_Thiruvarur,0,0,0,0,0,0,30,3,-1,3,11,12,62,68,153,183,170,165,397,482,209,307,501,631,721,1016,861,840,776,700,621,433,278,290,194,162,149,120,116,98,102,85,76,41,77,40,50,39,46,29,44,67,107,241,404,508,762,826,1103,1687,2252,4666,4639,3933,2215,1161,612,417,227,209,190,208,315,310
TN_Tirunelveli,0,0,0,0,0,0,65,18,97,103,74,27,59,169,111,259,647,875,1091,1798,1032,973,942,961,893,823,712,621,602,484,403,206,164,189,184,102,125,136,96,89,99,85,80,71,52,50,50,46,30,35,38,38,66,121,283,510,1284,2682,4666,4449,5294,4153,3179,2341,1570,657,74,150,113,137,190,177,147,147
TN_Tiruppur,0,0,0,0,0,0,114,0,0,0,0,0,1,4,28,51,96,139,235,241,197,389,452,610,748,1141,1444,1500,1308,1161,1135,970,781,814,665,539,475,466,438,389,330,283,211,166,177,174,142,107,110,105,123,158,206,282,439,913,1465,1876,3052,3679,5142,9801,12582,9046,6651,4492,2882,2229,1874,1248,734,591,640,588
TN_Vellore,0,0,0,0,0,0,23,7,5,4,3,13,87,247,622,741,870,1192,1040,1215,1137,1030,1141,1130,1010,1026,877,857,930,932,805,522,433,394,388,343,254,243,250,190,163,142,146,136,94,82,71,75,52,53,73,77,97,154,225,506,854,1794,2539,3616,3884,3367,3205,2330,1603,898,524,322,321,254,243,196,170,220
TN_Viluppuram,0,0,0,0,0,0,57,245,6,19,39,3,52,130,214,312,378,681,787,1000,540,654,780,1172,1195,1048,954,939,778,476,572,414,301,282,244,174,140,92,92,87,84,82,54,32,40,31,23,23,19,16,20,22,32,89,163,302,446,942,2013,2741,3572,3203,4377,4043,2812,1466,704,464,397,300,224,258,213,216
TN_Virudhunagar,0,0,0,0,0,0,32,6,9,50,24,23,19,27,123,469,1051,1294,2446,2578,1622,1334,778,674,622,466,337,279,249,280,310,192,143,116,115,94,111,112,119,95,78,87,81,52,38,26,30,25,23,23,23,28,43,63,93,188,515,950,1775,1757,3789,4545,5969,3651,2375,1213,644,444,322,202,131,112,92,60
TR_Dhalai,0,0,0,0,0,0,2,130,28,4,7,28,2,2,10,31,21,144,176,48,19,33,132,240,381,443,295,380,261,182,121,105,36,63,35,70,11,8,5,7,8,3,1,1,0,0,0,0,0,0,0,0,0,7,0,1,11,23,48,107,156,175,282,321,242,326,258,330,316,294,199,163,89,66
TR_Gomati,0,0,0,0,0,0,2,0,0,4,25,57,14,15,20,42,89,130,221,240,162,122,149,189,267,290,467,391,237,245,171,94,70,54,38,49,22,30,11,8,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,4,13,15,28,63,104,230,287,289,285,253,236,280,320,438,407,332,207,128
TR_Khowai,0,0,0,0,0,0,0,0,1,1,12,12,4,5,26,19,123,44,64,120,67,121,114,113,279,199,138,99,88,40,29,26,12,18,19,16,7,2,2,10,4,2,0,1,3,1,1,1,0,0,0,0,0,0,1,2,4,13,19,38,71,166,189,299,379,225,139,270,248,225,156,87,61,46
TR_North Tripura,0,0,0,0,0,0,1,1,2,1,3,6,0,3,8,26,22,66,132,173,87,131,142,182,279,316,202,256,272,91,64,65,30,56,33,32,14,6,19,19,11,4,2,0,2,0,0,0,0,0,0,0,1,1,1,4,9,33,63,219,280,389,308,326,346,476,374,347,191,233,169,174,139,96
TR_South Tripura,0,0,0,0,0,0,0,0,0,2,3,63,9,22,31,9,13,44,81,74,44,41,82,188,287,396,406,478,346,180,236,138,190,211,160,115,81,41,36,21,13,11,0,2,1,0,1,0,0,1,1,0,0,1,5,4,9,35,55,139,217,642,661,589,412,363,240,310,436,566,399,310,219,138
TR_Unokoti,0,0,0,0,0,0,0,0,0,1,1,48,9,6,3,5,9,20,15,17,2,36,112,294,246,248,318,255,280,239,157,136,63,107,39,24,24,27,13,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,22,55,132,305,410,399,420,419,435,315,355,483,560,422,384,204,184
TR_West Tripura,0,0,0,0,0,0,0,0,0,6,11,44,28,38,26,51,86,141,320,503,292,380,611,1032,1648,1606,1206,914,588,553,348,217,161,172,134,108,97,90,63,53,36,26,17,23,8,4,0,0,39,12,12,3,30,21,24,139,192,344,615,1076,1548,2670,2139,2068,1508,957,661,800,741,823,722,885,599,465
UP_Agra,0,0,0,0,0,0,536,207,63,39,30,64,84,113,49,82,113,97,132,217,225,217,195,297,528,646,764,785,398,420,372,305,250,426,482,406,550,466,258,216,128,113,94,54,27,34,21,6,11,15,10,7,20,85,200,493,1796,3575,4572,1981,1438,593,196,170,115,-152,51,23,1,10,1,4,8,4
UP_Aligarh,0,0,0,0,0,0,41,14,11,55,24,40,70,100,99,122,150,163,219,328,533,533,636,861,1026,1172,1023,795,467,342,300,176,195,252,260,244,283,188,160,138,93,101,42,20,54,66,28,6,8,2,21,12,80,23,74,178,445,1563,1879,2541,1835,746,223,115,46,24,10,20,1,0,2,-2,0,0
UP_Ambedkar Nagar,0,0,0,0,0,0,0,0,6,29,26,23,17,10,7,15,7,11,21,87,123,149,142,142,141,182,144,109,87,83,90,48,23,16,18,9,26,21,5,25,15,6,20,16,6,4,4,1,0,1,2,0,4,11,33,128,404,526,469,269,608,348,168,68,29,11,20,9,5,-1,2,0,-2,1
UP_Amethi,0,0,0,0,0,0,0,5,11,24,92,64,20,47,16,12,24,23,43,88,143,207,146,225,282,423,248,170,151,173,146,77,84,76,59,123,75,79,65,63,60,67,48,21,53,10,5,1,1,5,6,6,8,17,36,94,465,1577,1150,897,1164,376,258,63,34,22,10,11,2,2,4,1,0,0
UP_Auraiya,0,0,0,0,0,0,10,3,5,4,7,10,16,30,17,4,12,26,136,110,185,143,248,140,291,290,220,288,147,158,109,105,69,95,157,86,114,65,47,73,42,28,28,3,6,-1,6,0,2,1,2,1,4,22,48,249,941,1724,1275,918,892,318,85,28,15,6,2,5,0,4,2,1,2,1
UP_Azamgarh,0,0,0,0,0,0,8,1,3,19,58,62,16,11,35,59,80,96,146,417,592,513,483,436,399,305,406,226,235,294,215,160,88,95,88,67,86,44,97,65,46,30,17,12,6,8,19,2,0,1,1,3,13,79,139,492,1324,2095,2640,3511,897,329,231,37,-35,26,8,21,17,11,1,3,-3,5
UP_Baghpat,0,0,0,0,0,0,17,4,4,2,13,36,65,51,55,68,121,64,77,45,38,85,67,68,82,107,143,42,67,57,30,53,66,102,87,82,89,119,91,110,49,35,18,7,11,1,1,2,3,0,3,2,2,10,21,81,266,658,1137,1549,1435,1002,420,175,64,-60,-14,15,10,7,5,4,2,1
UP_Bahraich,0,0,0,0,0,0,14,8,15,31,17,15,11,6,6,6,37,38,78,243,431,363,344,360,245,275,251,164,191,170,204,97,69,63,42,45,52,49,20,42,34,20,22,16,26,5,6,5,4,1,1,2,8,20,65,234,864,1515,1445,1217,1036,542,177,103,57,20,65,13,9,8,-1,2,3,0
UP_Ballia,0,0,0,0,0,0,0,0,10,5,28,11,9,9,31,63,209,344,544,513,578,642,496,429,346,547,475,425,293,243,191,182,155,157,133,129,146,87,102,88,101,62,53,26,20,4,8,2,1,3,12,6,14,16,138,600,2524,2795,2780,2321,1778,618,-5,52,31,8,7,3,1,1,4,2,0,0
UP_Banda,0,0,0,0,0,0,7,11,3,2,0,4,6,6,4,7,21,74,92,81,32,101,88,235,280,306,293,236,272,181,106,181,101,144,240,162,119,65,74,70,85,61,41,45,11,5,10,3,2,2,0,10,-1,12,45,431,1035,1303,1818,1619,554,178,47,27,13,4,1,9,2,5,1,2,1,1
UP_Barabanki,0,0,0,0,0,0,1,1,27,104,19,18,44,42,57,97,191,99,171,346,315,518,644,686,732,830,645,407,370,238,153,101,150,117,105,95,82,54,68,62,46,60,48,33,20,8,7,8,2,4,2,16,33,47,211,490,1759,2781,2473,1468,1471,624,352,137,62,25,17,11,8,5,4,6,3,3
UP_Bareilly,0,0,0,0,0,0,10,1,3,25,13,15,50,40,63,104,226,280,457,1158,982,1264,851,749,924,1089,919,760,667,451,330,313,263,267,244,232,266,264,278,173,165,228,183,103,71,73,50,37,17,14,42,40,109,109,211,673,2436,6262,8001,5278,4229,1080,457,160,87,39,31,15,18,10,4,3,4,3
UP_Basti,0,0,0,0,0,0,32,5,11,71,48,61,31,49,40,27,40,116,148,261,204,724,215,234,312,266,316,223,278,274,217,184,127,111,82,61,69,55,38,38,39,31,22,34,105,52,44,43,23,2,8,2,13,26,78,278,572,1202,1217,1117,964,487,209,81,51,16,13,9,4,2,0,1,0,1
UP_Bijnor,0,0,0,0,0,0,34,8,4,24,25,50,55,18,40,59,79,103,136,95,160,211,194,315,406,309,293,356,179,88,102,112,65,71,174,148,76,77,59,67,47,45,59,15,20,17,12,9,1,4,10,3,11,23,41,267,718,1996,2768,1543,1779,690,290,129,48,17,18,5,1,4,1,4,0,1
UP_Budaun,0,0,0,0,0,0,16,1,0,17,4,7,7,36,39,26,47,50,70,125,178,170,317,345,305,340,352,235,130,84,78,58,104,107,82,55,112,132,77,64,53,37,112,13,21,37,6,12,1,2,0,1,10,45,110,163,684,1735,2069,3494,1555,642,208,80,33,2,7,9,5,5,1,1,1,0
UP_Bulandshahr,0,0,0,0,0,0,54,7,20,23,15,51,148,170,80,99,204,156,146,199,151,221,236,226,315,349,399,266,209,274,161,162,231,205,255,155,239,184,145,177,118,55,35,61,30,24,20,16,14,12,2,3,16,15,56,260,962,1754,2453,2291,2671,1893,920,302,115,47,37,39,21,15,4,6,4,-1
UP_Chandauli,0,0,0,0,0,0,0,0,8,9,5,7,16,23,53,58,70,214,218,290,226,202,267,232,258,355,348,253,195,134,127,162,79,81,128,126,91,118,119,97,85,81,47,46,16,9,13,5,9,3,2,7,17,52,99,463,1473,3223,2627,1856,1053,202,107,45,39,18,4,9,7,3,3,3,2,1
UP_Chitrakoot,0,0,0,0,0,0,0,6,2,12,17,27,12,11,2,11,4,12,35,94,43,61,111,147,163,160,168,162,71,92,131,154,73,88,82,43,42,14,16,33,29,31,15,8,0,6,1,0,0,2,1,1,2,4,6,283,767,944,1023,1232,411,156,47,19,6,2,2,2,3,0,2,2,0,0
UP_Deoria,0,0,0,0,0,0,2,1,7,28,34,52,18,24,41,38,105,206,203,460,594,593,639,694,531,663,427,200,164,165,155,121,114,57,83,35,49,58,44,54,27,22,28,4,5,5,7,4,2,2,3,3,3,11,49,310,1281,1952,1295,3792,2438,1634,374,147,74,22,13,8,7,10,10,5,6,0
UP_Etah,0,0,0,0,0,0,11,-2,2,2,16,22,10,21,52,7,24,36,54,89,123,130,113,145,198,262,244,161,96,59,62,84,26,88,62,76,94,59,25,19,19,18,19,5,0,1,0,1,2,-1,7,7,2,1,31,114,688,1345,2088,1505,1008,447,105,44,18,8,5,4,1,3,-2,0,0,1
UP_Etawah,0,0,0,0,0,0,2,1,1,33,13,28,41,48,86,71,50,78,137,127,271,189,330,482,416,598,489,386,272,233,191,128,122,128,119,114,149,124,81,95,57,36,13,0,9,2,10,8,2,1,4,2,0,22,77,287,908,2071,1715,1458,923,385,131,81,61,12,18,10,1,6,-18,1,0,2
UP_Farrukhabad,0,0,0,0,0,0,0,1,12,11,11,19,9,34,39,59,48,80,63,105,136,156,193,268,222,218,349,364,796,298,186,110,145,97,90,67,150,50,79,69,33,36,57,10,14,12,10,2,6,10,4,3,4,15,20,193,679,1329,895,638,1055,449,208,57,38,11,8,-3,0,6,3,2,2,0
UP_Fatehpur,0,0,0,0,0,0,0,2,5,26,15,13,35,17,16,25,52,62,86,158,218,168,154,197,209,278,256,159,178,290,218,105,80,141,148,107,100,83,55,41,37,45,27,9,7,5,4,2,2,2,4,6,13,17,32,101,406,882,783,372,181,67,23,35,5,14,2,9,4,2,1,2,1,4
UP_Firozabad,0,0,0,0,0,0,137,54,8,9,46,59,49,85,60,21,17,47,56,78,142,154,172,183,365,343,270,211,139,106,91,65,47,144,144,92,129,103,94,45,35,18,26,10,7,6,9,10,6,47,2,4,39,70,128,235,477,765,1083,786,625,307,129,48,24,16,16,10,3,4,1,2,2,0
UP_Gautam Buddha Nagar,0,0,0,0,0,0,159,67,33,75,75,214,290,456,703,574,701,677,613,691,540,540,592,729,957,1320,1211,1156,1191,1291,948,966,1070,1323,992,1153,1160,846,725,432,329,193,185,90,39,48,42,34,47,43,72,55,97,206,375,942,2569,4852,8073,10198,6148,2390,690,456,296,35,61,35,45,31,31,33,8,19
UP_Ghaziabad,0,0,0,0,0,0,68,64,47,47,69,108,198,217,515,690,993,886,639,564,664,682,675,908,1039,1449,1631,1274,1338,1345,853,855,760,968,943,959,1304,1021,952,653,441,321,204,112,61,44,54,53,56,24,34,81,93,205,288,590,2174,4560,6180,6293,4002,2639,1028,303,185,93,26,28,24,17,14,4,11,5
UP_Ghazipur,0,0,0,0,0,0,6,1,20,50,27,53,28,74,66,40,25,100,239,455,426,400,416,329,325,224,268,190,132,162,145,163,85,72,105,68,72,104,80,70,63,56,52,30,12,5,13,3,7,4,9,5,11,21,85,486,1318,4812,3955,2270,1943,606,523,169,63,15,20,22,11,7,5,4,10,2
UP_Gonda,0,0,0,0,0,0,3,8,13,15,24,19,28,19,27,19,38,48,122,374,398,329,517,449,337,321,246,294,238,167,138,158,88,118,157,72,59,59,34,40,39,10,13,10,5,8,2,3,2,0,2,2,17,24,64,341,1011,1445,1337,1340,853,356,175,86,50,38,29,16,10,12,4,2,-1,1
